dt,total_sales,median_sales,n_records,avg_temp,avg_precpt,avg_humidity,avg_wind,holiday,activity,avg_discount,log_sales
2024-04-14,56064.926,0.8,50000,18.557764,4.148634587999999,77.7615188,1.9452534,1,1,0.9122689203085136,10.934283527301883
2024-04-15,40810.073,0.6,50000,18.9178064,3.4152929359999997,76.4643912,1.786563,0,1,0.9189052339029788,10.616708720629557
2024-04-16,41683.259,0.6,50000,19.2975254,3.8218712339999996,74.6359192,1.7842303999999998,0,1,0.9145775921576118,10.637878854508234
2024-04-17,47391.359,0.7,50000,19.4759344,2.3875955939999995,74.3093636,1.7871746000000002,0,1,0.9099546159117603,10.766216292156997
2024-04-18,39004.957,0.5599999999999999,50000,19.3485074,2.8648267339999998,75.4884788,1.9051614000000001,0,1,0.9100985625913574,10.571469657037413
2024-04-19,46260.012,0.6,50000,19.7754772,2.928887002,76.023663,1.8664697999999997,0,1,0.9158389628544951,10.742054811897205
2024-04-20,58509.915,0.8,50000,19.8179796,3.249717164,75.9387976,1.8841268,1,1,0.9067060434398461,10.976968597012423
2024-04-21,60633.037,0.8,50000,20.5735,3.411868762,75.47420380000001,1.5905226000000001,1,1,0.9049994058035326,11.012611681048389
2024-04-22,44894.362,0.6,50000,18.9528174,3.839939904,77.591133,1.6021042,0,1,0.9139000220064641,10.712089772181116
2024-04-23,48267.954,0.7,50000,19.350865600000002,3.3758883539999998,77.2284208,1.7204074000000003,0,1,0.905127741457491,10.78454385864556
2024-04-24,38708.349,0.5599999999999999,50000,20.22624,2.6088501139999996,75.7937532,1.5808497999999997,0,1,0.9100974603420974,10.563836426070425
2024-04-25,41515.953,0.6,50000,20.872657,4.56190528,75.359931,1.760953,0,1,0.9113203654557562,10.633857128827017
2024-04-26,43058.5,0.6,50000,20.689228200000002,4.027245676,73.9233118,1.7065406,0,1,0.9150872588971042,10.67033815914634
2024-04-27,60218.256,0.8,50000,20.597067000000003,3.23067896,75.68467120000001,1.6555874,1,1,0.9048889201212407,11.005747447259969
2024-04-28,48000.591,0.6599999999999999,50000,21.6851088,4.1178776,76.619695,1.7631776000000001,1,1,0.9056563061440372,10.77898943517405
2024-04-29,40264.989,0.5,50000,20.727393,3.5171097939999996,76.39990279999999,1.6769108,0,1,0.9117471206709196,10.603262446202926
2024-04-30,48153.694,0.6,50000,20.4746742,3.570954318,74.41804259999999,1.82905,0,1,0.9160182741633511,10.78217389949445
2024-05-01,53945.304000000004,0.7,50000,20.4949222,2.924476604,73.58887680000001,1.5138465999999997,1,1,0.9172078360773754,10.895744460461845
2024-05-02,41820.926,0.5,50000,21.3757328,1.8480530739999999,73.03879599999999,1.7856936,1,1,0.9168546099621249,10.641176026441517
2024-05-03,43845.409,0.6,50000,21.457418200000003,2.4665134159999997,73.672444,1.5922452000000002,1,1,0.9184092770555735,10.68844810163051
2024-05-04,54807.877,0.7,50000,22.099595199999996,3.1234946960000003,71.2450146,1.6512518000000003,1,1,0.9176643617805099,10.911607448868391
2024-05-05,63954.168,0.8,50000,21.343829799999998,2.781942742,73.5541724,1.6329315999999998,1,1,0.9125612655791664,11.065937616877045
2024-05-06,48609.726,0.6,50000,21.782642199999998,2.334634222,70.97409800000001,1.6377697999999998,0,1,0.9124082788308908,10.791599485126492
2024-05-07,48407.549,0.7,50000,21.5471272,1.315804596,69.0814174,1.5456820000000002,0,1,0.9218249541304112,10.787431709338492
2024-05-08,44739.436,0.6,50000,21.8497044,1.4916003220000003,66.65876779999999,1.8229418,0,1,0.9185058080632018,10.708632980191094
2024-05-09,43928.791,0.6,50000,21.98938,1.177520664,67.6566504,1.7150916,0,1,0.917278133501792,10.690347979389648
2024-05-10,47668.54,0.6,50000,21.334726200000002,1.828147442,66.5785862,1.7339938000000001,0,1,0.9061260557327032,10.772047898477465
2024-05-11,56006.724,0.7,50000,22.044194400000006,2.646646364,70.28700140000001,1.7903156,1,1,0.9038922493987467,10.933244888777445
2024-05-12,72938.825,0.9,50000,22.565472000000003,1.64696734,66.969414,1.5271451999999999,1,1,0.899632629886675,11.197390065127548
2024-05-13,47421.498,0.6,50000,22.778281200000002,1.9097962680000002,67.7779582,1.9116739999999997,0,1,0.916567109680028,10.766852036426803
2024-05-14,49819.538,0.7,50000,22.7306108,2.4159508260000004,69.3728954,2.0064058,0,1,0.9115748022820377,10.816182587633817
2024-05-15,45128.609,0.6,50000,22.823097599999997,1.8578040240000002,65.5131868,1.8550146000000003,0,1,0.9130791300614451,10.717293828923555
2024-05-16,43762.183,0.6,50000,23.660071600000002,2.465561446,69.150801,1.8353347999999998,0,1,0.9142033742708398,10.686548172110571
2024-05-17,47556.876,0.6,50000,23.689641,1.747913824,71.0699346,1.79561,0,1,0.9215056277640866,10.76970269042983
2024-05-18,65475.108,0.8,50000,23.695546999999998,2.102512864,72.6652732,1.7083084000000002,1,1,0.912493019546685,11.089440591722228
2024-05-19,65956.379,0.8,50000,24.241916399999997,2.959246058,74.1533842,1.6676966,1,1,0.9129454699212742,11.096764039680272
2024-05-20,49482.288,0.7,50000,23.182689400000005,2.8876192300000003,73.34212380000001,1.6707636,0,1,0.9116302578568173,10.809390275389998
2024-05-21,51437.006,0.7,50000,23.9283358,2.743185772,71.5490884,1.7891858000000003,0,1,0.9049062318042754,10.848132594552085
2024-05-22,46089.509,0.6,50000,23.285424000000003,2.2221031740000003,68.9515306,1.5960764,0,1,0.906829729657116,10.738362329263902
2024-05-23,44444.083,0.6,50000,24.109684000000005,2.573765682,68.5224968,1.7983316,0,1,0.9128394603574658,10.702009616150688
2024-05-24,47365.85,0.6,50000,23.382755199999995,1.619679712,69.06645859999999,1.7921686,0,1,0.9232821547401617,10.765677895923314
2024-05-25,63841.899,0.8,50000,24.2295686,2.0362931179999997,68.8926638,1.8737662,1,1,0.9076219960444641,11.064180641493671
2024-05-26,65847.675,0.8699999999999999,50000,23.4373194,2.159654346,69.25263720000001,1.8991844,1,1,0.9080322585127926,11.095114585480756
2024-05-27,52380.608,0.7,50000,23.120819800000003,2.712019756,68.3483084,1.8895822,0,1,0.9115521135427284,10.866310816330483
2024-05-28,49125.286,0.7,50000,22.9497664,2.11905785,68.7310182,1.7193234000000002,0,1,0.910357408341198,10.80214952694597
2024-05-29,45514.681,0.6,50000,23.216445,1.428492302,65.1007502,1.7390696,0,1,0.9082753924069118,10.725812182927864
2024-05-30,46936.435,0.6,50000,23.5642192,2.097327472,68.77208300000001,1.920865,0,1,0.9070076392563581,10.756570823685292
2024-05-31,50881.645,0.7,50000,23.892892599999996,3.2854647239999997,69.5036,1.7465444,0,1,0.9132135732967473,10.837277181725721
2024-06-01,60498.536,0.8,50000,23.978061,3.231392526,71.81473279999999,1.5149608,1,1,0.9051815014411355,11.010390974568034
2024-06-02,63687.436,0.8,50000,24.1801032,2.776232402,71.44208699999999,1.78749,1,1,0.9055448486213875,11.061758286618614
2024-06-03,47696.887,0.6,50000,24.2654446,2.8225145640000004,74.0171278,2.005933,0,1,0.9092639597505189,10.77264237820134
2024-06-04,47798.068,0.6,50000,24.940910399999996,2.257097436,71.6550666,1.7584543999999998,0,1,0.9026208373748923,10.77476142038151
2024-06-05,47215.941,0.6,50000,24.9373004,2.4621274239999997,73.36021720000001,1.6812640000000003,0,1,0.9015985688617182,10.76250802666898
2024-06-06,43031.094,0.6,50000,25.391259599999998,2.025182634,74.6387836,1.7242216000000004,0,1,0.9020338163092995,10.669701488371588
2024-06-07,46315.524,0.6,50000,25.670769,3.098259766,74.6093704,1.6317540000000001,0,1,0.9002307855559731,10.743254066253103
2024-06-08,58251.537,0.8,50000,25.847776200000002,3.3870474360000005,75.4534724,1.6409913999999999,1,1,0.8925857083707524,10.972542924127582
2024-06-09,55866.024,0.7,50000,26.722239400000003,5.308675348,76.7106952,1.5106148000000001,1,1,0.8908780714870691,10.930729574522939
2024-06-10,64287.129,0.8,50000,26.245590599999996,5.045643848,76.2216698,1.6608361999999999,1,1,0.8909602695054436,11.071130274207968
2024-06-11,51113.652,0.7,50000,25.9044,5.843995208000001,77.1119032,1.6582244,0,1,0.8983187740064621,10.8418264669903
2024-06-12,46381.281,0.6,50000,26.3314768,6.074041294,79.3598794,1.6337082,0,1,0.8874590459381103,10.744672790281522
2024-06-13,44702.514,0.6,50000,26.820874000000003,7.37644003,78.6935976,1.6938418,0,1,0.8881237620173407,10.707807390487213
2024-06-14,48214.904,0.6,50000,27.436236799999996,6.358727290000001,77.46424019999999,1.722025,0,1,0.8938329120765973,10.78344420412058
2024-06-15,64052.176,0.9,50000,26.546941800000003,7.796968268,78.0535686,1.829543,1,1,0.8890051222164582,11.067468892356256
2024-06-16,64611.264,0.8,50000,27.2773576,7.544086458,80.1819188,1.6355765999999998,1,1,0.8899324634605694,11.076159516953611
2024-06-17,49695.371,0.6,50000,27.455577800000004,7.830315455999999,78.5721952,1.6714044000000001,0,1,0.8984534001779795,10.813687191310116
2024-06-18,52551.313,0.7,50000,27.046336999999998,11.591763772,81.5219384,1.7010539999999998,0,1,0.8927325772015858,10.869564390560052
2024-06-19,55358.983,0.7,50000,26.3713322,11.924070848000001,81.8086334,1.6363314000000002,0,1,0.8900230469266152,10.92161228321058
2024-06-20,53356.762,0.7,50000,27.884560199999996,9.36250633,83.94762859999999,1.7434264000000002,0,1,0.8929378155452203,10.884774738180699
2024-06-21,58356.629,0.77,50000,27.1226688,6.886795201999999,80.88519880000001,1.6868131999999998,0,1,0.8925587988848114,10.97434537466954
2024-06-22,70919.014,0.9,50000,27.445666799999998,7.7682295240000006,81.0512646,1.7166236,1,1,0.8824323286386108,11.169307957593652
2024-06-23,70770.293,0.9,50000,27.4976432,9.602151724,82.85480820000001,1.5811272,1,1,0.9115927805646322,11.16720873135651
2024-06-24,51491.231,0.7,50000,26.938924799999995,10.695791340000001,80.9369428,1.5733945999999999,0,1,0.9139914512251663,10.849186220903231
2024-06-25,58473.343,0.8,50000,28.329814,10.541987678,82.52312819999999,1.5182858000000001,0,1,0.9183374960575678,10.976343355818504
